Noun           :   0    1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   50   51   52   53   54   55   56   57   58   59   60   61   62   63
semi           :   0    0    1    0    0    0    0    0    0    0    0    2    1    0    1    0    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    2    5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
signal         :   1    0   33    0    0    0    0    0    0    0    0    4    0    2    1    1    0    0    0    8    0    0    0    4    0    0    0    0    0    0    0    0    1    3    1   10    1    0    0    1    1    7    0    0    1    0    0    0    1    6    0    1    0    0   15    1    0    1    0    1    0    0    1    3
glove          :   1    0   16    1    3    0    0    1    0    0    0    8    0    2    3    3    0    5    0    0    0    0    0    1    0    0    0    0    0    0    1    2    0    0    1   11    0    3    0    0    0    3    0    0    0    0    0    0    2    2    2    0    0    4   19   13    1    0    2    0    4    0    0    4
bamboo         :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    1    4    0    0    0    0    2    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    1
parade         :   0    0    0    0    0    0    0    0    0    0    0    0   27    1    5    2    1    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    4    0    3    3    0    2    3    0    1    0    5    0    1    0    0    1    0    0    1    0    0    0    0    0    0    0    5    1
spring         :   0    0    1    0    0    0    0    0    0    0    0    1    1    0    1    0    0    2    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0   15    0    0    7    0    1    0    1    0    0    0    0    0    0    0    0    0    1    0    1    2    0    0    6    4
back           :   8    1   64    8   18  102    2   25    2    8    7   96    1   21   27    9   14    1    7   36    2    0    2    5    0    9    4    0    3    2    3    4    9   42   47   42   18   76   12    1   11   19    0   15    4    3    1    0    2   17    6    0    4    3  115    5    7   10    3    2    9    0    1   21
phone          :   4    0   89    1    7    8    7    1   10    7    3   70   46   39   79   38    3   38   53    5    1    0    1    7    0    0   32    7    0    8    5    9   20    2   21  159   46   21    6    6    4   22    8    1   18    1    1    7   24    4   19    8    4   60   79   40   64    1   11    4    6    1    4   46
litter         :   0    0    0    0    0    0    0    0    0    0    0    0    0    1    4    0    0    2    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    2    1    0    0    0    2    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    1
palm           :   0    0    1    1    0    0    0    0    0    0    0    0    3    0    6    1    0    3    0    0    0    0   18    0    3    0    0    1    0    0    0    0    3    0   10    2    0    0    4    0    1    0    1    0    0    0    0    0    0    0    0    1    0    0    3    0    0    0    1    1    0    0    0    5
sight          :   0    0    0    0    0    0    0    0    0    0    0    0    5    0    2    0    1    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    1    0    1    0    0    2    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3
mirror         :   2    2   33    0    1    8    0   29    0    4    1   48   24   14  202    9    1   47   10    3    1    0    0    1    0    6    4    3    2    2    8    3   10    0   28   64   13   78    5    5   13   14    1    2    4    1    0    0    2    2    7   11   18    0   87    2   15    1    5    1    8    1    5   26
candle         :   0    0    9    0    0    0    0    0    0    0    0    3    2    1   24    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0   11    0    1    1    0    2    1    0    0    0    0    0    0    0    1    0    0    3    2    3    0    5    0    0    0    0    3    0    3
saucer         :   0    0    2    0    0    0    0    2    0    0    0    0    0    1    4    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    2    0    1    2    0    3    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    3    1    0    0    0    0    0    0    0    1
scale          :   0    0    2    0    0    1    0    0    0    0    0    3    0    1    8    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    4    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    2    0    0    3    0    0    0    1    0    0    0    0    4
jewelry        :   0    0    0    0    0    0    0    0    0    0    2    0    2   11    2    8    0    0    4    0    0    0    0    0    0    0   14    0    0    2    0    2    0    0    3   11    6    1    0    0    1    2    0    0    5    0    0    0    2    0    2    0    0    0   17    0    9    1    0    2    0    0    0    4
pet            :   1    0    2    0    0    0    0    0    0    0    0    0   18    3    3    1    0    2    0    1    0    0    0    0    0    0    0    1    0    0    1    0    1    0    0   26   22    0    1    0    0    4    0    1    5    0    0    0    0    0    0    0    1    0    1    1    1    0    0    5    1    0    4   14
prop           :   0    0    0    0    0    0    0    0    0    0    0    0   13    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    1
religion       :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   23    0    0    0    0    0    0    0    0    1
pen            :   0    0   12    0    0    0    0    1    0    0    0    1    0    2    5    0    1    5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    5    5    4    3    5    0    2    2    3    0    0    0    0    0    0    5    0    0    0    1    7    0    1    0    0    1    5    0    0    1
ornate         :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0   14    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0
temple         :   1    0    1    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    2
nose           :   0    0   76    0    1    6    0    0    1    0    0    4    0    0    2    0    1    2    1    2    0    0    0    6    0    0    1    0    0    0    1    0    0    0    4    7    1    5    1    0    0   11    0    1    6    0    0    0    0    4    0    0    0    0    8    3    1    1    1    0    4    0    0    1
run            :   0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    2    0    0    0    0    3    0    0    4    0    0    0    0    1    0    0    0    0    5    0    0    0    5    0    0    0    3   10
rug            :   1    0   68    1    0    0    0    0    0    0    0    7    1    4   38    9    0   10    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    2   12    0    5    2    0    3    8    0    0    0    0    0    0    1    1    0    0    0    0   38    0    1    1    2    1    0    0    0    4
stem           :   0    0    1    0    0    1    0    0    0    0    0    0    0    0    2    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    3    0    0    0    0    0    3    0    1    0    0    0    0    0    0    0    0    0    0    3    3    0    0    0    1    0    0    0    0
step           :   0    0    0    1    0    0    0    0    0    0    0    1    0    0    2    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    1    3    1    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    3    0    0    0    0    2    0    0    5
stew           :   0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    2    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    2
santa          :   0    0    0    0    0    0    0    0    0    0    0    1    3    0    3    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    3    0    2    0    0    0    2    1    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    1    0    1    2
wildlife       :   0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    5    0
anything       :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    8    0    0    0    0    0    0    0    3    0    0    1    0    1    0    0    0   27    6    0    6    0  216   20    3    0    4    0    4    0    1    0    0    6    5    0    0    0   48    1    0    6    0   10    3   29
range          :   0    0    2    0    0    1    0    0    0    0    1    3    8    2    0    2    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    5    0    4    5    1    0    2    0    0    0    1    0    2    0    0    0    0    0    0    0    0    0   12    0    1    1    0    0    0    0    0    2
shiny          :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    5    0    0    0    0   16    1    1    0    0    1    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    1    0    0    0
block          :   0    0    1    0    0    0    0    1    0    1    0    7    2    0    2    1    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    2    1    1    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0   20    0    0    1    1    0    0    0    2    1
repair         :   0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    7    6    0    0    0    0    2    0    0    3    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    1    0
moss           :   0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    6    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0
garbage        :   1    1   10    0    0    1    0    0    0    0    0    2    5    1   16    1    0    3    1    1    0    0    1    0    2    0    0    0    0    0    1    0    1    0    7   10    6    4    1    0    6    1    1    0    1    0    0    0    0    0    0    4    0    1    4    0    1    0    0    0    1    2    0    4
sneaker        :   0    0    0    1    0    0    0    0    0    0    0    2    0    0    0    5    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    2    1    0    0    0    0    0    0    0    0    0
appropriate    :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    8    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    1    0    1
pepperoni      :   0    0    0    1    0    0    0    0    0    0    0    0   11    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    5    6    1    0    0    0   15    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    1    0    1    0    0    0
downhill       :   0    0    0    0    0    0    1    0    0    0    0    0    2    0    0    0    0    0    5    0    0    0    0    0    0    0    1    0    0   11    0    5    0    0    0   19   15    0    9    0    0    1    1    0    0    0    3    0    0    0    0    0    0    0    0    0    2    2    0    0    0    0    1    2
jockey         :   0    0    3    1    0    2    0    0    0    0    0    2    1    1    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    1    0    0    1    0    7    1    0    0    0    0    1    0    0    0    0    0    0    1    2    0    0    0    0    1    1    1    0    0    0    0    0    1    0
tasting        :   0    0    0    0    0    0    0    0    0    0    0    0   13    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    3    2
sock           :   0    0    8    0    0    0    0    0    0    0    0    0    0    0    3    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1
fast           :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   50    0    0    0    0    3
homemade       :   0    0    0    0    0    0    0    0    0    0    0    0   10    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0   18   35    0    0    1    0    1    4    0    6    0    0    0    0    0    0    1    0    0    0    0    1    0    0    0    0    0    0    5
suit           :   3    0   58    0    8    0    1    1    0    2    0    6    3   10    5   20    0    1   26    0    0    0    0   21    0    0    7    0    0    3    1    5    0    1    3   16   13    4    0    0    0    4    0    0    4    0    0    0   19    5    4    0    0    3    6    2   20    2    2    0    4    0    0   12
forward        :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    3    0    0    1    1    0    0    2
athlete        :   0    0    2    1    0    0    0    0    0    0    0    1    5    1    0    0    0    0    3    0    0    2    0    0    0    0    1    2    0    6    0    0    0    2    1    4    7    1    1    1    0    4    0    0    0    0    0    0    2    1    2    0    0    0    9    2    1    0    2    0    0    0    0    5
poster         :   1    1    2    0    0    2    0    0    0    0    0   10    3    6    6    1    2    0    1   11    2    0    0    0    0    0    0    0    0    0    0    0    0    3    1    1    0    1    0    0    1    2    0    0    0    0    0    0    0    0    7    0    0    0   20    1    0    0    1    0    0    0    0    5
relaxed        :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   10    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
t-shirt        :   1    0   18    0    2    1    0    0    0    1    2    9    0    2    1    0    0    1    3    2    0    0    0    4    0    1    1    0    0    0    0    0    0    0    1    6    0    3    0    0    0    2    0    0    0    0    0    0    0    3    0    2    0    0    8    0    1    0    0    1    2    0    0    3
boys           :   0    0    5    1    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    1    0    0    0    0    2    0    0    0    0    0    0    0    0    0
link           :   0    0    1    0    0    0    0    0    0    0    0    0    2    0    5    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    1    0    1    0    0    1
alive          :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   24   10    0    1    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
sick           :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    9    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0
upright        :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    6    1    2    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    1    0    1    0    0    1
line           :   3    2   43    0    0    1    5    0    0    0    6   32    1    6   17    2    7   10    2   12    0    0    5    0    1    0    2    3    0    0    2    1    1    1   16   18    7    5   14    0    2    3    5    4    0    2    5    1    0    1    1    2    0    0   35    9    6    3    2    4   14    1    1   14
penguin        :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    1    0    0    1    0    0    0    0    1    0    0    0    0    0    0    1    0    0    4    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1
lifeguard      :   0    0    0    0    0    0    0    0    0    0    0    1    0    0    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1
laptop         :   3    0   79    0    1   11    0    1    1    1    3   37   21   29   53   10    1   54    9    3    0    0    0    3    0    3    4    8    0    1    6    1   11    1    8  184   14   34    7    1    6   10    2    4    8    0    0    0    3    2   13    3    0   89   53    8   20    1    7    1    7    0    1   28
skull          :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    5    0    0    2    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    2    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    2    0    0    0    2    0    0    1
up             :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   12    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
planet         :   0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    2    1    1    0    1    1    0    0    0    1
mature         :   0    0    0    0    0    0    0    0    0    0    0    0    5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    2    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0
bell           :   0    0    2    0    0    0    0    0    0    0    0    1    1    0   15    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    5    0    1    0    0    0    4    0    0    3    0    0    1    0    0    0    3    0    0    1    1    0    0    0    0    1    0    0    2
m              :   0    0    1    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    5    1    2    1    0    0    0    0    0    2
warning        :   0    0    0    0    0    0    0    0    0    0    0    3    3    0    1    0    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    1    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    1    0    0    0    0    0    0    0    2
curb           :   0    0   12    1    0    2    0    1    0    0    0    3    0    3    7    3    0    0    0    2    0    0    0    0    0    0    0    0    0    0    2    0    0    0    3    6    1    7    1    0    1    0    0    0    0    0    0    0    0    1    0    0    2    0    6    0    1    0    0    0    1    1    0    5
cafe           :   0    1    1    0    0    0    0    0    0    0    6    1    7    0    0    1    1    1    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1    2    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    4    0    1    0    0    1    0    0    1    2
cotton         :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    1    0    1    0    1    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    0    1    0    0    0
rainbow        :   0    0    0    0    0    0    0    0    0    0    0    0    0    0   13    0    0    6    0    2    0    0    0    0    1    0    0    0    0    0    0    0    0    0    4    4    2    0    1    0    1    0    0    0    0    0    0    0    0    1    0    1    0    0    3    0    1    2    0    0    1    1    0    1
rainy          :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    5    0    0    0    1    0    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1
lemon          :   0    0    3    0    0    0    0    0    0    0    0    1    1    0    5    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    3    0    1    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    2    0    1    0    0    0    0    2
nap            :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    1    0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    0    7    4    0    2    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0    3
department     :   0    0    0    0    0    0    0    0    0    0    1    0    6    1    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0   17    5    0    0    0    0    0    0    1    1
tarp           :   0    0    8    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    1    0    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    1
nice           :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   22    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
mustard        :   1    0    1    0    0    0    0    0    0    0    0    1    0    1    1    1    0    1    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    2    3    0    1    0    3    5    0    0    0    2    0    0    0    0    0    0    0    0    0    3    0    2    0    0    0    0    0    0    1
smiley         :   0    0    0    0    0    0    0    0    0    0    0    1    0    0    3    0    1    2    0    0    0    0    1    0    1    0    0    0    0    0    1    0    0    0    2    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    0    0    0    1
lens           :   0    0    0    0    0    0    0    0    0    0    0    0    0    6    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    3
insect         :   0    0    1    0    0    0    0    0    0    0    0    1    0    1    0    2    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    1    0    0   18    0    0    0    0    0    0    0    0    0
depicting      :   0    0    0    0    0    0    0    0    0    0    0    9    0    1    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    2    0    0    0    0    0    0    0    0    0
chocolate      :   0    0    1    0    0    0    0    1    0    0    0    2   10    1    7    1    0    3    0    0    0    0    0    0    2    0    0    0    0    0    0    0    4    0   26   15    8    2    3    0   12    3    4    0    7    0    0    0    1    0    0    1    0    0    4    3    5    4    2    3    0    0    0    7
desert         :   0    0    0    0    1    0    1    0    0    0    1    9   39   10    2    2    1    1    1    0    1    0    1    0    0    0    0    0    0    1    1    0    2    0    1   12   41    3    6    0    2    1    6    2    8    0    7    1    3    0    0    0    0    0   11    0    0    0    1    0    0    2    1   13
structure      :   2    0    5    0    2    0    0    2    0    0    3   74    4   17    3   15    0    2    0    1    7    0    0    0    0    0    0    2    0    1    1    0    0    0    5   17    5    3    2    0    1    2    0    0    1    0    0    0    0    0    0    0    0    0   79    2    0    0    2    2    0    0    0    7
mood           :   0    0    0    0    1    0    0    0    1    0    0   14    0    3    0    2    0    0    2    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    6    0    1    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    6    0    0    0    2    1    0    0    0    1
pottery        :   0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    1    0    0    0    0    1    0    1    0    0    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    2    0
lane           :   0    0    1    0    0    0    0    1    0    0    0    2   13    1   16    0    0    1    0    0    0    0    1    0    0    0    0    0    0    1    0    0    2    0    1   10    0    0    1    0    1    0    0    1    1    0    0    0    1    0    0    0    1    0   11   11    2    0    1    1    2    0    0    8
land           :   0    0    1    0    0    0    0    0    0    0    0    3    2    1    0    6    2    2    1    1    0    0    1    0    0    0    0    0    0    0    0    1    0    0    2   32   12    1   11    2   14    1    2    1    3    1    2    0    0    0    0    0    2    0   14    1    2    2    2    1    1    0    1   43
e              :   0    0    1    0    0    0    0    0    0    0    0    2    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0
dvd            :   0    0    0    0    0    0    0    0    0    0    0    2    1    0    2    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    1    0    0    2    0    0    0    0    0    0    0    0    0    2    2    0    0    0    0    0    0    0    0
age            :   0    0    0    0    0    0    2    0    0    0    0   32    2    0    0    0    0    0    2    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    8   13    3   15    0    2    0   24    0    2    0    5    0    0    0    0    1    1    0   47    1    2   25    1    5    0    1    0   16
beverage       :   0    0    9    0    1    0    0    0    0    0    1   16    3   27    9   29    0    3    1    1    0    0    0    0    0    0    0    3    0    0    0    1    1    0    4   12    4    1    1    1    3    4    0    0    5    0    0    0    0    2    0    0    0    3  125    1    4    1    1    2    1    1    1   12
fresh          :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   31    7    0    2    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0
stroller       :   0    0    5    0    0    0    0    0    0    0    0    0    0    1   10    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    6    0    1    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    1    0    0    0    0    3
alien          :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    1    2    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1
tip            :   1    0   20    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    1    1    0    1    0    0    0    2    0    0    0    0    0    0    0    1    0    0    0    0    1    1    2    0    0    0    1    0    0    5
gang           :   0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    2    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    2
barbecue       :   0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    1    0    0    0    0    0    1    0    0    0    0    0    0    2    0    0    1    0    0    0    0    0    0    1
gold           :   0    0    0    0    0    0    0    0    0    0    1    4    0    1    2    1    2    0    0    2    0    0    0    0    0    0    0    0    0    0    0    1    0    1    4    8    4    6   10    0    4    0    0    0    1    1    0    0    0    0    0    0    0    0    2    1    2    0    0    0    0    0    0    6
windowsill     :   0    0    0    0    0    3    0    0    0    0    0    0    0    2    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    6    3    0    1    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0
peanut         :   0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    1    2    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    4    0    0    2    0    0    0    0    0    0    0
